College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Academic_Efficiency,Salary
CLG0039,99.0,7.34,7.66,3,1,9,10,5,0,86.5,0.0
CLG0099,107.0,6.56,6.77,5,1,3,5,1,0,78.39999999999999,0.0
CLG0045,113.0,7.19,6.7,5,1,1,8,4,1,78.3,424500.0
CLG0061,90.0,6.79,7.28,7,0,5,8,4,0,81.8,0.0
CLG0082,81.0,7.83,8.09,1,0,3,3,0,0,89.0,0.0
CLG0043,84.0,6.19,6.37,9,0,3,5,4,0,72.10000000000001,0.0
CLG0067,92.0,9.94,9.85,2,0,4,4,3,0,107.7,0.0
CLG0092,94.0,7.5,7.56,9,0,8,4,5,0,85.0,0.0
CLG0080,88.0,5.97,5.72,9,0,0,2,0,0,66.0,0.0
CLG0042,80.0,7.39,6.93,3,1,4,6,5,0,77.3,0.0
CLG0041,93.0,9.33,9.67,7,0,4,1,0,0,106.0,0.0
CLG0047,102.0,5.11,5.51,3,1,1,8,1,0,65.3,0.0
CLG0043,108.0,8.4,8.06,8,1,2,10,4,1,91.4,476400.0
CLG0023,91.0,7.74,8.03,8,0,3,9,5,1,89.39999999999999,366700.0
CLG0032,93.0,5.85,6.09,3,1,0,5,1,0,70.2,0.0
CLG0074,86.0,9.09,8.77,5,0,9,6,4,0,96.29999999999998,0.0
CLG0057,99.0,6.84,6.76,7,0,2,1,0,0,77.5,0.0
CLG0038,87.0,6.47,6.39,1,1,0,6,3,0,72.6,0.0
CLG0077,108.0,9.14,9.4,3,1,0,1,5,0,104.8,0.0
CLG0015,73.0,8.19,8.53,1,1,8,5,0,0,92.6,0.0
CLG0028,94.0,9.49,9.08,2,0,3,9,2,1,100.2,410200.0
CLG0013,104.0,8.15,8.21,7,1,3,5,1,0,92.50000000000001,0.0
CLG0035,102.0,8.7,8.96,7,0,3,3,3,0,99.80000000000001,0.0
CLG0002,140.0,9.18,9.47,3,1,10,4,1,0,108.7,0.0
CLG0061,105.0,5.27,4.92,6,1,8,3,4,0,59.7,0.0
CLG0065,84.0,8.88,8.91,6,0,10,4,1,0,97.5,0.0
CLG0041,98.0,8.07,8.43,2,0,7,10,0,0,94.1,0.0
CLG0096,73.0,5.35,5.17,9,0,3,6,0,0,59.0,0.0
CLG0094,98.0,7.54,7.47,8,0,5,3,1,0,84.5,0.0
CLG0086,87.0,5.41,5.71,2,0,1,5,4,0,65.8,0.0
CLG0004,113.0,8.68,8.27,4,0,5,7,4,1,93.99999999999999,387300.0
CLG0053,91.0,7.73,8.09,9,0,0,1,3,0,90.0,0.0
CLG0088,98.0,9.77,9.58,4,0,4,3,0,0,105.6,0.0
CLG0014,90.0,5.92,5.42,7,0,7,6,1,0,63.2,0.0
CLG0017,126.0,8.03,7.76,5,0,0,10,3,1,90.19999999999999,373400.0
CLG0014,95.0,6.06,5.65,10,1,10,2,2,0,66.0,0.0
CLG0041,127.0,8.07,7.66,6,0,1,8,3,1,89.3,369900.0
CLG0062,112.0,8.61,8.8,1,1,2,7,5,1,99.2,508000.0
CLG0052,107.0,8.61,8.32,4,1,6,2,2,0,93.9,0.0
CLG0027,105.0,9.08,9.51,5,0,7,5,2,0,105.6,0.0
CLG0085,105.0,9.27,9.29,6,1,3,4,3,0,103.39999999999999,0.0
CLG0040,71.0,5.39,5.35,6,0,7,2,0,0,60.6,0.0
CLG0035,95.0,6.72,6.65,5,1,0,4,3,0,76.0,0.0
CLG0090,112.0,8.44,8.63,3,0,2,9,3,1,97.50000000000001,401200.00000000006
CLG0095,99.0,7.49,7.44,2,0,3,10,5,0,84.30000000000001,0.0
CLG0059,78.0,5.95,5.58,7,0,4,2,0,0,63.599999999999994,0.0
CLG0097,99.0,7.76,8.14,1,0,10,10,0,0,91.30000000000001,0.0
CLG0049,125.0,7.04,6.97,5,1,8,10,5,1,82.2,441300.0
CLG0063,118.0,6.95,6.52,4,0,1,6,0,0,76.99999999999999,0.0
CLG0011,99.0,9.05,9.08,7,1,6,4,0,0,100.7,0.0
CLG0080,114.0,7.04,7.19,2,1,2,8,5,1,83.30000000000001,444600.0
CLG0006,94.0,5.13,4.91,8,0,9,4,0,0,58.5,0.0
CLG0098,74.0,5.29,5.59,9,0,1,9,5,0,63.3,0.0
CLG0041,86.0,9.28,9.45,10,1,8,10,0,0,103.1,0.0
CLG0032,123.0,9.8,9.95,1,0,2,3,3,1,111.8,459500.0
CLG0021,95.0,8.44,8.36,5,0,7,7,5,0,93.1,0.0
CLG0093,96.0,6.82,7.28,4,0,0,5,1,0,82.39999999999999,0.0
CLG0075,95.0,9.69,9.46,5,1,4,1,1,0,104.10000000000001,0.0
CLG0057,128.0,8.31,8.39,9,0,4,3,1,0,96.7,0.0
CLG0005,124.0,9.22,9.03,3,0,5,9,3,1,102.7,423200.0
CLG0091,133.0,8.83,9.07,1,1,6,9,0,1,104.0,529300.0
CLG0028,97.0,6.9,6.45,3,1,2,5,2,0,74.2,0.0
CLG0095,104.0,7.39,6.94,4,0,4,5,0,0,79.80000000000001,0.0
CLG0075,77.0,5.93,6.24,2,0,7,4,4,0,70.10000000000001,0.0
CLG0077,122.0,6.46,6.39,1,0,5,4,0,0,76.1,0.0
CLG0070,82.0,8.89,8.73,1,0,1,4,5,0,95.50000000000001,0.0
CLG0027,103.0,9.47,9.58,8,0,6,2,5,0,106.1,0.0
CLG0094,83.0,8.62,8.82,4,0,2,7,1,0,96.5,0.0
CLG0053,91.0,7.33,7.03,2,0,9,3,0,0,79.39999999999999,0.0
CLG0048,87.0,5.43,5.12,10,1,8,1,0,0,59.900000000000006,0.0
CLG0083,90.0,5.28,5.74,3,1,3,10,5,0,66.4,0.0
CLG0078,91.0,6.87,6.96,8,0,10,3,4,0,78.69999999999999,0.0
CLG0058,91.0,7.32,7.21,6,0,3,9,2,0,81.19999999999999,0.0
CLG0009,112.0,8.05,8.35,8,0,3,9,2,1,94.7,390000.0
CLG0055,83.0,5.03,5.06,10,0,9,10,1,0,58.89999999999999,0.0
CLG0045,103.0,9.95,9.69,5,1,9,7,5,0,107.19999999999999,0.0
CLG0028,118.0,6.82,6.53,3,1,7,1,2,0,77.1,0.0
CLG0028,92.0,9.24,9.14,6,0,0,6,1,0,100.60000000000001,0.0
CLG0046,89.0,7.67,8.03,10,1,2,10,3,1,89.2,465700.0
CLG0025,96.0,5.65,5.21,8,0,7,1,4,0,61.7,0.0
CLG0026,117.0,8.99,8.71,5,0,6,2,0,0,98.80000000000001,0.0
CLG0062,102.0,8.55,8.94,5,1,5,3,4,0,99.6,0.0
CLG0068,92.0,7.64,7.26,3,1,6,6,2,0,81.8,0.0
CLG0067,107.0,7.57,7.7,3,0,0,7,5,0,87.7,0.0
CLG0034,83.0,5.44,5.15,8,1,7,8,0,0,59.8,0.0
CLG0021,110.0,8.28,8.39,1,0,3,9,4,1,94.9,390600.0
CLG0081,106.0,9.56,9.44,4,0,0,7,4,0,104.99999999999999,0.0
CLG0034,95.0,5.47,5.07,9,1,3,6,5,0,60.2,0.0
CLG0044,87.0,6.32,6.4,6,0,1,5,5,0,72.7,0.0
CLG0076,86.0,9.51,9.69,6,0,4,10,1,0,105.49999999999999,0.0
CLG0089,108.0,6.42,6.6,10,0,0,2,5,0,76.8,0.0
CLG0021,118.0,8.27,8.41,7,0,0,8,5,1,95.89999999999999,395400.0
CLG0018,90.0,7.67,7.67,7,1,4,5,5,0,85.7,0.0
CLG0036,106.0,7.98,8.0,6,0,1,10,3,0,90.6,0.0
CLG0070,68.0,7.08,7.22,9,1,8,2,4,0,79.0,0.0
CLG0084,91.0,6.5,6.69,8,0,9,3,5,0,76.0,0.0
CLG0053,99.0,5.24,5.39,8,1,6,10,0,0,63.8,0.0
CLG0020,86.0,8.72,8.81,2,1,3,10,3,1,96.7,495400.0
CLG0096,85.0,8.73,8.39,7,0,6,7,3,0,92.4,0.0
CLG0095,89.0,8.35,8.06,1,1,7,10,5,1,89.50000000000001,466900.0
CLG0084,104.0,8.22,7.98,10,0,7,8,0,0,90.20000000000002,0.0
CLG0094,97.0,6.22,6.64,8,0,7,5,3,0,76.1,0.0
CLG0003,66.0,5.11,5.37,3,0,4,10,2,0,60.300000000000004,0.0
CLG0084,68.0,9.04,9.09,9,0,6,8,3,1,97.7,397600.0
CLG0008,90.0,7.46,7.21,5,1,10,10,1,0,81.1,0.0
CLG0085,106.0,6.53,6.14,7,0,6,10,3,0,72.0,0.0
CLG0048,58.0,5.51,5.91,7,0,1,6,4,0,64.9,0.0
CLG0023,92.0,5.31,5.7,9,1,2,2,5,0,66.2,0.0
CLG0001,92.0,6.74,6.35,2,1,10,2,3,0,72.7,0.0
CLG0002,120.0,9.02,9.32,4,0,1,8,1,1,105.2,432800.0
CLG0074,94.0,9.59,9.54,8,1,2,4,1,0,104.8,0.0
CLG0037,105.0,9.48,9.3,5,0,8,8,5,1,103.5,424500.0
CLG0094,102.0,9.6,9.84,5,1,6,9,3,1,108.60000000000001,544600.0
CLG0051,68.0,9.54,9.65,3,0,3,6,2,0,103.3,0.0
CLG0044,111.0,7.64,7.92,5,1,7,9,3,1,90.3,472300.0
CLG0024,103.0,6.1,5.67,7,0,6,6,0,0,67.0,0.0
CLG0032,107.0,8.99,8.81,4,1,9,3,1,0,98.80000000000001,0.0
CLG0056,141.5,6.07,5.89,8,0,5,8,3,1,73.05,306350.0
CLG0050,68.0,6.34,6.17,6,1,3,1,2,0,68.5,0.0
CLG0064,125.0,6.17,6.17,6,0,4,6,2,0,74.2,0.0
CLG0030,95.0,7.57,7.35,6,1,9,3,2,0,83.0,0.0
CLG0038,104.0,6.61,6.55,4,0,7,10,4,0,75.9,0.0
CLG0078,99.0,5.77,5.64,3,0,2,10,4,0,66.3,0.0
CLG0055,93.0,7.27,7.51,10,1,10,3,4,0,84.39999999999999,0.0
CLG0003,91.0,9.37,9.47,6,1,2,9,5,1,103.8,524300.0
CLG0025,104.0,7.85,8.0,6,0,4,7,0,0,90.4,0.0
CLG0045,77.0,9.39,9.1,2,1,8,2,0,0,98.7,0.0
CLG0062,111.0,5.98,5.81,10,0,4,6,5,0,69.19999999999999,0.0
CLG0007,93.0,5.83,5.35,9,0,0,4,3,0,62.8,0.0
CLG0081,83.0,7.88,7.49,4,1,4,10,4,0,83.2,0.0
CLG0027,93.0,7.32,7.09,4,0,8,7,4,0,80.2,0.0
CLG0023,118.0,8.3,7.87,10,1,6,4,0,0,90.5,0.0
CLG0032,91.0,8.97,9.07,8,0,8,7,2,0,99.8,0.0
CLG0002,105.0,8.76,9.26,3,0,9,6,2,0,103.1,0.0
CLG0075,89.0,9.71,9.31,10,1,9,8,5,1,102.00000000000001,516900.0
CLG0034,111.0,6.99,7.31,7,1,4,7,5,0,84.19999999999999,0.0
CLG0052,110.0,6.03,5.65,7,0,2,9,5,0,67.5,0.0
CLG0061,127.0,7.75,7.92,2,0,1,4,1,0,91.9,0.0
CLG0034,97.0,5.55,5.69,3,1,8,9,5,0,66.60000000000001,0.0
CLG0007,110.0,6.44,6.84,4,1,4,5,3,0,79.4,0.0
CLG0010,101.0,6.04,5.65,2,1,10,9,3,0,66.6,0.0
CLG0089,119.0,6.98,6.8,9,0,0,4,4,0,79.9,0.0
CLG0002,89.0,5.56,5.15,10,1,1,3,0,0,60.4,0.0
CLG0030,111.0,5.16,5.07,6,0,1,7,3,0,61.800000000000004,0.0
CLG0081,97.0,8.28,8.69,1,1,3,4,2,0,96.6,0.0
CLG0029,99.0,8.05,8.33,1,0,5,5,0,0,93.2,0.0
CLG0082,101.0,8.54,8.76,8,1,7,3,4,0,97.69999999999999,0.0
CLG0060,103.0,8.3,8.33,6,1,2,6,5,0,93.6,0.0
CLG0099,98.0,5.57,5.95,10,0,9,4,4,0,69.3,0.0
CLG0017,103.0,6.46,6.41,7,1,9,1,3,0,74.39999999999999,0.0
CLG0056,123.0,5.65,5.3,6,1,5,2,3,0,65.3,0.0
CLG0086,114.0,9.21,9.55,2,0,3,8,5,1,106.9,439000.0
CLG0051,113.0,8.73,8.51,3,1,7,4,1,0,96.39999999999999,0.0
CLG0025,93.0,6.01,5.56,8,1,8,10,5,0,64.89999999999999,0.0
CLG0084,86.0,6.71,6.34,4,1,8,2,5,0,72.0,0.0
CLG0016,114.0,9.83,9.94,8,0,5,4,3,1,110.8,454600.0
CLG0025,113.0,7.97,8.08,3,1,1,7,3,1,92.1,479700.0
CLG0015,122.0,9.01,8.77,2,1,1,2,2,1,99.89999999999999,511800.0
CLG0079,90.0,6.32,6.55,7,1,9,6,2,0,74.5,0.0
CLG0057,96.0,6.05,6.32,1,0,8,1,0,0,72.8,0.0
CLG0015,75.0,8.92,9.34,3,0,4,3,3,0,100.9,0.0
CLG0056,94.0,8.43,8.51,2,0,6,9,3,1,94.5,387400.0
CLG0082,114.0,8.4,8.68,5,0,5,5,4,1,98.2,404200.0
CLG0037,93.0,7.76,8.01,2,0,8,8,2,1,89.39999999999999,366900.0
CLG0065,109.0,7.82,7.58,10,0,4,1,4,0,86.7,0.0
CLG0033,97.0,8.68,8.49,5,0,7,4,3,0,94.60000000000001,0.0
CLG0003,104.0,6.35,6.33,3,1,3,3,2,0,73.7,0.0
CLG0049,82.0,6.76,6.28,9,1,6,10,3,0,71.0,0.0
CLG0022,101.0,9.36,9.16,10,0,8,9,1,0,101.69999999999999,0.0
CLG0054,57.5,6.54,6.51,9,1,1,7,5,0,70.85,0.0
CLG0021,97.0,7.73,7.34,8,0,8,3,4,0,83.10000000000001,0.0
CLG0027,75.0,8.51,8.14,5,0,7,1,2,0,88.9,0.0
CLG0004,118.0,10.0,9.96,10,1,9,5,2,1,111.4,557400.0
CLG0099,111.0,7.18,7.41,7,0,0,10,3,1,85.19999999999999,351900.0
CLG0001,107.0,7.14,7.47,2,0,9,3,3,0,85.4,0.0
CLG0004,122.0,9.21,9.26,3,1,6,2,0,0,104.8,0.0
CLG0055,85.0,9.03,9.0,2,0,4,3,0,0,98.5,0.0
CLG0024,126.0,8.66,8.54,10,0,4,5,4,1,97.99999999999999,404599.99999999994
CLG0029,113.0,7.32,7.01,1,0,6,5,2,0,81.39999999999999,0.0
CLG0022,96.0,6.62,6.27,3,0,10,10,3,0,72.3,0.0
CLG0023,117.0,8.04,8.33,4,0,9,8,4,1,95.0,391700.0
CLG0085,83.0,9.38,9.35,9,0,3,4,2,0,101.8,0.0
CLG0078,87.0,9.42,9.71,2,0,0,2,3,0,105.80000000000001,0.0
CLG0008,90.0,5.54,5.74,9,1,5,8,0,0,66.4,0.0
CLG0058,92.0,7.14,6.83,1,1,0,8,2,0,77.5,0.0
CLG0080,84.0,7.32,7.33,9,0,10,10,3,0,81.7,0.0
CLG0099,118.0,9.89,9.83,6,0,0,8,4,1,110.1,452200.0
CLG0088,96.0,8.39,8.31,8,0,7,1,4,0,92.7,0.0
CLG0059,105.0,7.04,7.08,3,0,3,9,1,0,81.3,0.0
CLG0090,91.0,5.13,5.61,8,0,4,4,2,0,65.2,0.0
CLG0007,72.0,7.83,8.14,9,1,9,4,4,0,88.60000000000001,0.0
CLG0025,104.0,5.48,5.88,7,0,9,8,2,0,69.2,0.0
CLG0045,71.0,9.17,8.7,4,0,0,8,4,1,94.1,383500.0
CLG0090,98.0,8.76,8.4,6,1,9,6,2,0,93.8,0.0
CLG0026,79.0,7.3,6.88,6,1,6,4,2,0,76.7,0.0
CLG0030,129.0,7.15,6.91,2,0,10,3,2,0,82.0,0.0
CLG0066,113.0,9.49,9.43,2,1,1,5,1,0,105.6,0.0
CLG0053,101.0,6.44,6.58,5,0,5,8,0,0,75.89999999999999,0.0
CLG0073,118.0,6.25,6.25,1,0,8,7,5,0,74.3,0.0
CLG0039,87.0,9.7,10.1,5,1,1,8,2,1,109.7,547500.0
CLG0011,108.0,9.05,9.49,10,1,5,1,0,0,105.7,0.0
CLG0079,102.0,9.1,8.76,3,0,4,4,5,0,97.8,0.0
CLG0012,103.0,5.98,6.33,3,1,1,9,0,0,73.6,0.0
CLG0099,119.0,5.72,5.7,8,1,8,6,0,0,68.9,0.0
CLG0050,110.0,5.13,5.08,3,1,1,10,4,0,61.8,0.0
CLG0056,104.0,6.19,6.47,3,1,0,8,3,0,75.10000000000001,0.0
CLG0040,75.0,8.87,8.46,1,0,8,8,5,1,92.10000000000001,375900.00000000006
CLG0016,85.0,6.2,6.58,8,0,8,5,0,0,74.3,0.0
CLG0049,98.0,8.65,8.82,10,1,8,8,2,1,98.0,501800.0
CLG0032,101.0,6.26,6.64,10,0,7,4,3,0,76.49999999999999,0.0
CLG0082,83.0,6.98,7.47,6,1,3,6,4,0,83.0,0.0
CLG0045,136.0,9.92,9.94,8,0,8,7,1,0,112.99999999999999,0.0
CLG0085,122.0,6.22,5.81,3,0,1,6,0,0,70.3,0.0
CLG0080,109.0,6.88,6.55,6,1,0,6,0,0,76.4,0.0
CLG0071,101.0,6.51,6.33,2,1,9,8,4,0,73.39999999999999,0.0
CLG0005,96.0,5.55,5.15,3,0,6,5,2,0,61.1,0.0
CLG0044,85.0,7.45,7.77,4,0,5,8,5,0,86.19999999999999,0.0
CLG0041,101.0,6.89,6.69,9,0,2,9,5,0,77.0,0.0
CLG0097,103.0,8.47,8.95,4,0,1,4,5,0,99.8,0.0
CLG0095,81.0,9.09,9.29,7,0,7,3,2,0,100.99999999999999,0.0
CLG0085,105.0,7.72,7.39,8,1,3,5,3,0,84.39999999999999,0.0
CLG0067,97.0,5.16,5.14,5,0,5,10,3,0,61.099999999999994,0.0
CLG0074,71.0,8.09,8.06,2,0,3,10,2,1,87.7,357900.0
CLG0075,87.0,5.28,5.27,8,0,10,5,1,0,61.39999999999999,0.0
CLG0022,93.0,8.08,8.12,5,1,8,7,2,0,90.49999999999999,0.0
CLG0017,128.0,8.43,7.96,5,0,4,3,1,0,92.39999999999999,0.0
CLG0089,108.0,5.99,6.18,7,0,5,10,4,0,72.6,0.0
CLG0092,79.0,9.1,9.09,6,0,8,9,5,1,98.80000000000001,403100.0
CLG0050,107.0,9.56,9.85,3,0,5,6,1,0,109.2,0.0
CLG0084,76.0,9.07,9.39,7,0,1,10,5,1,101.5,413600.0
CLG0094,116.0,6.53,6.26,1,0,10,9,4,1,74.19999999999999,308400.0
CLG0031,92.0,7.93,7.48,4,1,0,1,5,0,84.00000000000001,0.0
CLG0013,98.0,9.57,9.77,4,0,8,2,5,0,107.49999999999999,0.0
CLG0074,119.0,6.6,7.08,6,0,1,10,0,0,82.7,0.0
CLG0051,80.0,9.1,9.05,6,0,1,2,2,0,98.5,0.0
CLG0033,79.0,5.05,4.81,10,1,3,8,3,0,55.99999999999999,0.0
CLG0020,91.0,5.02,4.68,8,1,9,4,0,0,55.9,0.0
CLG0048,115.0,8.8,8.59,1,0,9,7,3,1,97.4,401100.0
CLG0078,77.0,8.81,8.64,7,0,2,4,1,0,94.10000000000001,0.0
CLG0072,57.5,8.94,8.86,4,0,6,4,2,0,94.35,0.0
CLG0072,93.0,9.65,9.81,6,0,6,8,2,1,107.4,438900.0
CLG0092,108.0,5.59,5.36,10,1,2,10,2,0,64.4,0.0
CLG0074,118.0,6.16,5.71,9,0,2,4,0,0,68.9,0.0
CLG0014,93.0,9.52,9.39,3,0,8,3,4,0,103.2,0.0
CLG0062,93.0,5.89,6.25,8,0,6,10,1,0,71.8,0.0
CLG0051,117.0,8.41,8.41,3,1,2,9,0,1,95.8,494900.0
CLG0078,71.0,7.65,8.11,6,0,2,3,0,0,88.19999999999999,0.0
CLG0070,94.0,5.42,5.42,2,1,2,5,4,0,63.6,0.0
CLG0098,102.0,6.43,6.21,9,1,8,1,3,0,72.3,0.0
CLG0081,106.0,7.6,7.29,2,0,7,9,3,0,83.5,0.0
CLG0021,92.0,9.26,9.45,5,0,6,6,2,0,103.7,0.0
CLG0092,100.0,8.54,8.58,6,0,7,5,0,0,95.8,0.0
CLG0038,62.0,8.11,8.21,4,0,0,4,4,0,88.30000000000001,0.0
CLG0015,90.0,7.48,7.74,7,0,8,8,4,0,86.4,0.0
CLG0036,106.0,6.49,6.72,7,1,4,2,3,0,77.8,0.0
CLG0100,85.0,5.6,5.14,7,0,4,10,4,0,59.9,0.0
CLG0009,100.0,7.05,7.35,7,1,4,5,3,0,83.5,0.0
CLG0099,106.0,5.14,5.17,10,1,8,8,3,0,62.300000000000004,0.0
CLG0059,94.0,6.06,5.95,10,1,4,1,5,0,68.9,0.0
CLG0082,102.0,7.16,7.2,9,0,1,3,0,0,82.2,0.0
CLG0054,85.0,7.09,7.2,2,1,5,7,5,0,80.5,0.0
CLG0017,96.0,5.22,4.87,5,1,6,10,1,0,58.300000000000004,0.0
CLG0082,109.0,7.95,7.87,10,0,10,5,5,0,89.60000000000001,0.0
CLG0004,102.0,7.75,7.59,9,1,6,10,2,0,86.10000000000001,0.0
CLG0084,91.0,5.39,5.24,2,1,6,9,1,0,61.50000000000001,0.0
CLG0013,103.0,9.72,9.31,3,1,10,1,4,0,103.4,0.0
CLG0075,110.0,5.5,5.16,7,0,1,7,5,0,62.6,0.0
CLG0043,69.0,9.27,8.93,9,0,5,10,1,0,96.2,0.0
CLG0097,117.0,5.0,4.87,3,1,8,6,1,0,60.400000000000006,0.0
CLG0092,94.0,9.41,9.8,10,0,0,10,3,1,107.4,439000.0
CLG0008,106.0,5.1,4.81,8,0,2,4,0,0,58.699999999999996,0.0
CLG0020,117.0,8.79,8.71,8,1,5,10,4,1,98.80000000000001,506900.00000000006
CLG0082,79.0,6.81,6.62,4,0,6,10,2,0,74.10000000000001,0.0
CLG0071,89.0,8.69,8.98,6,0,1,6,3,0,98.70000000000002,0.0
CLG0061,95.0,7.01,6.56,8,1,9,10,2,0,75.1,0.0
CLG0044,88.0,5.35,5.05,9,1,7,9,0,0,59.3,0.0
CLG0097,126.0,8.84,8.55,2,0,10,9,1,1,98.1,405000.0
CLG0051,87.0,5.36,5.85,1,1,5,2,5,0,67.2,0.0
CLG0058,91.0,9.61,9.68,5,1,8,9,1,0,105.89999999999999,0.0
CLG0075,103.0,5.25,4.89,10,0,8,2,0,0,59.2,0.0
CLG0030,81.0,7.4,7.17,3,1,8,6,4,0,79.8,0.0
CLG0099,94.0,8.62,8.29,6,0,8,7,3,0,92.3,0.0
CLG0084,104.0,6.97,6.59,1,1,1,9,1,0,76.30000000000001,0.0
CLG0010,95.0,6.09,6.39,4,1,9,6,5,0,73.4,0.0
CLG0094,98.0,8.8,8.8,6,0,9,8,0,0,97.8,0.0
CLG0018,92.0,8.92,9.05,2,0,6,10,3,1,99.7,408000.0
CLG0025,77.0,9.61,9.44,8,0,4,3,3,0,102.1,0.0
CLG0096,104.0,6.88,6.93,4,0,8,10,0,0,79.7,0.0
CLG0034,126.0,7.53,7.29,2,0,0,6,1,0,85.5,0.0
CLG0044,100.0,6.82,6.63,1,0,9,2,4,0,76.3,0.0
CLG0039,103.0,6.29,6.44,8,0,6,1,1,0,74.7,0.0
CLG0095,110.0,8.76,8.41,10,1,9,6,1,0,95.1,0.0
CLG0092,80.0,6.7,6.82,1,0,4,3,1,0,76.2,0.0
CLG0090,125.0,7.14,7.49,7,0,10,5,5,0,87.4,0.0
CLG0068,103.0,7.02,6.64,7,1,8,6,1,0,76.69999999999999,0.0
CLG0043,124.0,8.56,8.96,6,1,6,10,5,1,102.00000000000001,520400.00000000006
CLG0020,89.0,9.59,9.17,8,0,3,6,5,0,100.60000000000001,0.0
CLG0072,127.0,8.33,8.18,10,0,10,10,2,1,94.5,390700.0
CLG0002,111.0,7.36,7.47,1,1,7,7,0,0,85.8,0.0
CLG0027,108.0,8.9,8.96,1,0,8,7,4,0,100.4,0.0
CLG0034,103.0,8.2,7.8,1,0,8,6,5,0,88.3,0.0
CLG0055,96.0,5.3,5.6,6,1,9,1,4,0,65.6,0.0
CLG0036,118.0,5.48,5.95,7,1,3,8,2,1,71.3,397000.0
CLG0085,102.0,5.19,4.87,10,0,5,10,4,0,58.900000000000006,0.0
CLG0072,70.0,7.28,7.68,9,1,3,4,2,0,83.8,0.0
CLG0087,83.0,9.13,9.19,10,1,0,1,2,0,100.19999999999999,0.0
CLG0072,97.0,6.57,7.01,5,1,5,10,5,0,79.8,0.0
CLG0069,104.0,6.92,6.6,1,0,7,2,4,0,76.4,0.0
CLG0065,99.0,9.55,9.84,9,1,5,3,4,0,108.30000000000001,0.0
CLG0085,118.0,9.18,8.74,5,1,2,6,1,0,99.2,0.0
CLG0044,70.0,8.33,8.71,6,1,7,2,5,0,94.10000000000001,0.0
CLG0043,102.0,6.33,6.5,9,1,9,2,2,0,75.2,0.0
CLG0074,72.0,5.59,5.46,2,1,8,6,3,0,61.800000000000004,0.0
CLG0066,111.0,5.08,4.77,3,1,0,4,0,0,58.8,0.0
CLG0021,98.0,5.54,5.86,7,1,10,5,1,0,68.4,0.0
CLG0061,106.0,6.46,6.56,3,1,10,8,5,0,76.19999999999999,0.0
CLG0013,87.0,7.76,7.62,2,1,5,3,2,0,84.9,0.0
CLG0028,119.0,5.32,5.26,7,0,9,5,5,0,64.5,0.0
CLG0030,115.0,5.68,6.01,8,0,7,1,1,0,71.6,0.0
CLG0082,108.0,5.91,5.75,9,0,1,10,1,0,68.3,0.0
CLG0002,98.0,8.16,7.75,2,0,3,4,5,0,87.3,0.0
CLG0058,108.0,8.08,8.49,2,0,0,5,5,0,95.7,0.0
CLG0083,89.0,7.75,7.64,7,1,3,4,0,0,85.3,0.0
CLG0021,112.0,6.25,6.1,4,0,1,9,4,1,72.2,300000.0
CLG0090,124.0,6.86,6.56,5,0,2,8,4,1,78.0,324400.0
CLG0046,116.0,5.48,5.88,1,1,3,2,5,0,70.39999999999999,0.0
CLG0089,89.0,6.13,5.85,6,0,2,9,0,0,67.4,0.0
CLG0083,105.0,9.49,9.63,10,0,5,2,5,0,106.80000000000001,0.0
CLG0025,80.0,9.9,10.28,8,0,6,6,1,0,110.8,0.0
CLG0057,108.0,8.24,7.77,1,0,10,2,2,0,88.49999999999999,0.0
CLG0020,106.0,9.58,9.91,2,1,6,6,4,0,109.69999999999999,0.0
CLG0006,71.0,8.21,8.12,7,1,0,6,3,0,88.29999999999998,0.0
CLG0018,82.0,5.17,5.33,2,1,4,7,5,0,61.5,0.0
CLG0049,95.0,9.98,9.85,9,1,2,10,5,1,108.0,541500.0
CLG0082,95.0,5.49,5.69,6,0,0,5,2,0,66.4,0.0
CLG0020,81.0,8.41,8.16,5,1,0,3,1,0,89.69999999999999,0.0
CLG0034,105.0,6.26,5.78,7,0,1,2,3,0,68.30000000000001,0.0
CLG0010,103.0,6.96,7.41,10,1,9,4,2,0,84.39999999999999,0.0
CLG0033,97.0,8.23,7.75,8,1,7,1,0,0,87.2,0.0
CLG0055,88.0,7.18,7.5,9,0,3,2,3,0,83.8,0.0
CLG0019,115.0,6.25,5.92,6,0,9,8,5,1,70.7,294300.0
CLG0066,124.0,6.67,6.56,5,0,2,5,1,0,78.0,0.0
CLG0047,92.0,6.71,7.03,7,0,7,5,5,0,79.5,0.0
CLG0049,90.0,9.8,9.51,2,1,1,3,3,0,104.1,0.0
CLG0067,107.0,8.99,9.36,8,0,8,1,0,0,104.3,0.0
CLG0030,94.0,7.29,7.29,4,0,3,6,4,0,82.30000000000001,0.0
CLG0083,97.0,6.0,5.87,1,1,10,1,4,0,68.4,0.0
CLG0085,111.0,9.06,9.22,3,1,8,4,5,1,103.3,524300.0
CLG0059,71.0,5.79,5.63,9,0,0,4,4,0,63.4,0.0
CLG0078,119.0,6.05,5.9,4,1,4,3,0,0,70.9,0.0
CLG0031,101.0,6.83,7.06,10,0,9,4,5,0,80.69999999999999,0.0
CLG0021,93.0,9.4,9.21,10,0,6,6,2,0,101.4,0.0
